customer_id,gender,agecat,edcat,jobcat,empcat,retire,income,creddebt,othdebt,jobsat,marital,spousedcat,residecat,homeown,hometype,addresscat,default
8198-KEMYC,F,4,1,2,3,0,25,.7414,1.4586,3,0,-1,1,0,2,3,0
6302-GLWQZ,F,2,1,5,3,0,29,.946183,1.344817,4,0,-1,1,0,2,1,1
9247-APAMK,M,3,2,2,3,0,61,2.0923,.9577,5,0,-1,1,0,3,2,0
7443-ZZTWI,M,4,1,2,2,0,26,.08151,2.38849,2,1,1,2,1,1,3,0
2161-GDQGV,M,4,1,2,4,1,12,.3654,.6786,4,1,3,2,1,2,2,0
5342-WCAEF,F,1,2,4,1,0,13,.020384,.031616,4,1,2,3,0,2,1,0
6682-NWGNW,M,4,1,5,5,0,130,12.95463,10.05537,5,1,1,2,0,1,2,1
7252-LFFUX,M,1,2,1,2,0,27,3.22299,1.44801,2,0,-1,2,1,3,1,1
5567-SCXRJ,M,3,1,1,3,0,47,1.53972,.90428,2,1,1,2,1,1,3,0
3686-AWXAB,F,4,1,4,5,1,20,.45108,.38892,3,1,1,3,0,1,3,0
5655-BEVXA,F,3,3,4,5,0,190,11.10322,12.07678,5,0,-1,1,1,2,3,0
8881-RRUZU,M,4,3,2,2,1,13,.768664,1.207336,2,0,-1,1,1,1,3,0
5289-PUVFP,M,3,1,1,5,0,55,.35343,1.13157,3,1,1,2,1,4,3,0
7236-QRQZD,F,1,1,2,1,0,28,0,0,2,0,-1,3,0,2,1,0
8710-HOKLF,M,1,1,5,2,0,26,.975468,1.052532,2,1,1,5,0,3,2,1
6578-FIEYF,F,4,2,3,5,0,119,3.267978,4.943022,2,1,2,4,1,2,2,0
9447-QIHLS,F,4,3,1,4,1,33,.569184,3.126816,4,0,-1,1,0,2,3,0
0247-TNLKG,F,2,1,2,2,0,19,.11229,.07771,3,0,-1,1,1,1,2,0
3419-KFMEL,F,4,2,5,5,1,97,2.12624,1.75376,5,0,-1,1,1,1,3,0
8577-EHZJT,M,1,2,6,2,0,53,2.80317,10.23483,2,0,-1,3,1,4,1,1
9233-QYTEM,F,1,2,2,1,0,19,1.748304,.987696,1,1,2,4,1,4,1,1
6447-FATCZ,F,4,3,2,5,0,127,3.427095,9.907905,2,0,-1,1,1,3,3,0
3203-DPKQJ,F,3,2,2,2,0,29,2.12425,1.50075,4,0,-1,1,0,4,2,1
6648-BNHRZ,F,2,1,1,5,0,62,3.484524,7.303476,3,1,1,3,1,1,2,0
9356-RFKPZ,M,4,3,1,4,1,9,.628425,.694575,1,1,3,2,1,1,3,0
2133-FWOVI,F,3,1,2,2,0,30,1.248,2.652,3,1,2,4,1,3,3,0
6520-VLQQG,F,1,3,2,1,0,25,.47625,2.69875,3,1,3,3,1,1,2,0
2597-SDNIP,M,2,1,2,2,0,24,.06984,.07416,4,1,1,2,1,1,2,0
8191-QPEIK,M,2,1,6,3,0,59,1.160235,2.910765,2,0,-1,4,1,1,2,0
9466-BBEDV,F,3,3,1,3,0,94,5.189552,1.108448,3,0,-1,2,0,2,2,1
3159-AJRKJ,F,3,3,2,1,0,48,.251136,2.052864,2,1,3,2,1,1,1,0
8689-VOIKS,F,2,2,4,4,0,80,5.022,5.778,2,1,2,4,1,1,1,0
3742-JREAX,F,2,2,1,2,0,52,1.535248,4.808752,2,1,2,2,0,1,1,0
8023-QFSDY,F,1,2,1,2,0,30,.1827,.8673,2,1,2,3,1,1,2,0
3808-KMRVQ,M,2,1,6,5,0,81,2.220372,4.016628,5,1,1,3,1,1,3,0
7845-ILIVL,M,2,1,2,3,0,41,.726151,2.922849,2,0,-1,1,1,1,2,0
8025-FJYQD,F,3,3,1,3,0,74,1.059828,3.824172,4,0,-1,1,1,1,3,0
3952-HEOHL,F,4,1,1,5,1,20,.0264,.0336,5,1,2,2,1,3,3,0
8581-DHSFT,M,4,2,1,5,0,51,.444312,2.921688,4,0,-1,1,1,2,3,0
6703-CZBDP,M,4,2,2,2,1,11,.209198,2.617802,3,0,-1,1,1,1,3,1
8599-QDOAQ,M,3,2,6,5,0,222,12.979008,8.332992,4,1,2,4,0,2,2,1
1910-HQKPD,F,3,2,5,5,0,107,1.347772,5.821228,3,1,2,2,1,1,3,0
0578-DQXVQ,F,4,1,1,4,0,32,.481536,1.950464,5,0,-1,1,0,2,2,0
6021-VFOPD,F,4,2,1,4,0,89,6.402304,16.381696,5,0,-1,1,0,2,2,0
7927-VAIOX,M,3,3,1,2,0,72,.16416,1.20384,3,0,-1,1,1,4,3,0
8458-VPHKD,M,4,1,6,5,1,20,1.95536,2.08464,3,1,1,2,1,1,3,0
8620-AQHGX,F,2,1,2,1,0,34,1.342422,2.295578,1,0,-1,1,1,3,3,0
5664-CNNFM,M,3,2,1,2,0,156,.3666,6.9654,5,0,-1,1,1,1,2,1
7755-YLZQI,M,4,1,2,4,1,9,.02385,.20115,4,0,-1,1,0,2,2,0
4427-TBAES,M,3,1,1,4,0,67,.987848,4.104152,5,1,1,4,1,3,1,0
7769-SLAQT,F,4,2,3,5,1,10,.01034,.20966,4,1,2,2,0,2,3,0
8314-RIBFX,F,1,2,2,1,0,21,.4704,1.8816,3,1,1,4,1,1,1,1
5705-ECOUX,M,4,1,2,2,1,15,.67032,2.26968,2,1,1,2,1,3,2,0
1268-AUONA,F,3,1,3,5,0,125,3.5475,10.2025,3,0,-1,1,1,1,2,0
4353-WRUNY,F,4,2,6,5,1,35,.601825,2.723175,4,0,-1,1,0,2,3,0
4773-ULQXN,F,4,1,1,5,0,62,.03782,3.74418,5,1,1,2,1,1,3,0
2561-PHUHY,F,4,1,2,5,0,90,2.29554,8.23446,4,1,1,2,1,3,3,0
6317-DXXCT,M,2,1,1,3,0,52,.64792,1.17208,2,0,-1,1,1,1,2,0
1891-EOLTT,M,2,2,2,2,0,60,1.608,1.392,3,0,-1,1,0,2,1,1
8746-LIGFR,M,1,2,3,1,0,18,.279936,.296064,4,1,2,4,0,2,1,0
6717-QLZCN,F,4,1,4,5,1,9,.627372,.785628,4,1,1,2,1,1,3,0
2178-DXFTH,F,3,1,2,1,0,20,.2256,2.1744,1,0,-1,3,0,1,3,0
7891-EYDGU,F,4,3,1,5,0,260,13.57122,19.44878,4,1,1,2,1,3,3,1
6573-JXCKE,F,2,1,4,3,0,32,.770304,3.581696,2,1,1,4,1,3,2,1
8349-TZLUC,F,1,2,2,1,0,23,1.025984,.860016,1,1,3,4,1,1,1,1
7589-IWWYR,F,4,3,4,5,1,44,.15444,2.22156,3,0,-1,1,1,1,3,0
5977-QQJAG,M,4,2,1,5,1,10,.26108,.34892,3,0,-1,1,1,3,3,0
8905-USWJD,M,4,1,2,3,1,11,.130944,.573056,4,0,-1,2,0,2,3,0
1805-YSAAB,M,4,1,2,5,1,11,.146982,.975018,3,1,1,2,0,2,3,0
6279-GRBCD,M,3,3,5,5,0,49,1.1907,6.7473,5,1,2,2,1,3,3,0
4661-CDZKM,M,3,3,2,2,0,21,.261849,.515151,4,1,2,6,0,2,3,0
3232-FDIYW,M,4,1,6,5,1,16,.28272,.32528,4,1,2,2,1,4,3,0
0012-IXDCH,M,2,2,4,4,0,105,1.41561,5.19939,2,0,-1,1,0,2,1,0
3142-YXQFN,M,1,2,2,1,0,24,.625416,1.846584,1,1,1,5,1,4,2,0
3574-QWFMI,F,4,2,1,4,0,58,2.457576,9.954424,4,1,1,4,1,1,3,0
8907-GUJNH,F,1,2,3,2,0,20,1.64592,3.43408,2,1,1,5,1,2,1,0
0156-KCOAD,M,1,1,2,2,0,33,.406296,.847704,3,1,1,4,1,1,2,1
4048-HJUAO,M,1,1,2,1,0,13,.037752,.118248,1,1,1,5,1,1,1,0
4061-WKDML,F,1,1,1,2,0,35,.62713,.56287,4,1,1,2,0,2,1,0
4534-JLNAK,M,4,1,3,5,1,9,.080136,1.350864,3,1,1,2,1,3,3,0
3703-LMUBL,F,3,1,6,5,0,264,15.37404,9.70596,2,0,-1,2,1,3,2,0
5638-IJWJM,M,4,1,2,3,1,29,.287448,2.148552,4,0,-1,1,0,2,3,0
5005-YCLVK,F,3,1,1,4,0,39,.633906,1.823094,4,0,-1,2,1,1,2,0
1236-LRLSP,M,1,1,6,2,0,17,.046716,.157284,3,1,1,4,1,1,1,0
7489-DLTVZ,M,1,2,4,1,0,19,2.820987,3.848013,2,0,-1,1,0,3,1,1
4132-NSHFP,F,1,1,1,1,0,13,.01716,.41184,1,0,-1,1,1,1,1,0
7346-DGGEJ,F,4,2,3,5,1,24,.288288,1.727712,2,0,-1,1,0,2,3,0
0030-MIRKC,F,2,3,2,1,0,62,.770784,2.701216,3,0,-1,1,0,2,2,0
0986-KFXFC,M,2,2,6,2,0,29,.671234,1.387766,2,0,-1,1,1,1,2,0
4277-UJFUW,M,4,1,6,5,0,59,.2301,1.5399,4,0,-1,1,0,2,2,0
7870-EOBRH,F,3,2,6,5,0,100,8.532,9.468,5,1,2,4,1,1,3,1
9688-FSOTR,M,2,1,3,5,0,43,3.058848,3.477152,5,1,1,5,1,1,2,0
8299-HADUS,M,1,1,2,1,0,21,.449757,.789243,1,1,2,5,0,2,1,0
6298-TTWYN,F,4,1,3,5,1,16,.138592,.837408,4,0,-1,1,1,1,3,0
2288-ABZXE,F,2,2,6,3,0,34,.3876,1.5504,5,1,2,5,0,2,2,0
5156-LCSZO,M,1,1,6,2,0,22,.717992,1.086008,4,1,1,3,0,2,1,0
3426-HWNPB,M,2,3,1,2,0,85,.44336,13.41164,4,1,3,5,1,1,2,0
1554-CXTMO,M,2,3,3,4,0,32,.144384,.239616,5,0,-1,1,0,2,1,0
9999-ITFEV,M,4,2,2,4,1,15,.535695,.529305,4,1,3,2,1,3,3,0
1907-YORFG,M,3,1,1,5,0,46,.450432,2.861568,1,1,1,4,1,3,2,0
1726-ZYNAS,F,2,3,2,2,0,63,.64575,1.93725,1,1,2,4,1,1,1,0
5954-PEEFT,F,2,3,3,2,0,158,3.570958,11.755042,2,1,2,5,0,1,2,0
1714-EHHHB,F,4,2,1,4,0,49,1.595832,4.186168,5,0,-1,1,0,1,2,0
1183-BZBPM,F,4,3,1,4,0,108,9.746568,8.505432,4,0,-1,1,0,2,3,0
9034-LFGGK,F,4,3,6,5,1,34,2.64418,1.09582,5,0,-1,1,1,3,3,0
8949-RJEQQ,M,4,1,2,4,1,21,1.024086,.529914,2,1,1,2,1,3,3,0
5100-DPTMH,F,2,1,3,3,0,32,.926976,3.617024,1,0,-1,3,0,3,2,0
3044-ASBXS,M,2,3,2,2,0,33,.3828,2.2572,4,1,2,2,0,2,2,1
3685-QUCFC,M,3,1,2,2,0,29,.449993,1.261007,4,0,-1,1,0,3,1,0
0007-DZDIX,M,4,1,2,4,1,14,.52899,.24101,5,0,-1,3,1,4,3,0
3526-SIUER,M,3,1,4,5,0,163,8.528812,8.260188,5,0,-1,1,1,2,3,0
1996-QSHTW,F,2,2,6,4,0,42,1.7388,2.4612,4,1,2,3,1,1,2,0
2220-COQLC,F,3,1,3,3,0,41,.47806,4.03194,1,1,1,3,0,2,2,0
1106-ODGGU,M,2,1,3,2,0,35,.05635,.74865,4,1,1,5,1,4,2,0
7448-FYGXZ,F,4,1,1,4,0,71,3.884268,6.126732,5,1,2,2,0,3,3,0
4061-GJLOE,M,4,1,3,5,1,11,.674828,1.481172,4,0,-1,1,1,1,3,0
6795-QESPX,M,2,2,2,2,0,35,1.09935,2.05065,1,1,2,2,1,1,2,0
5877-NSLMU,M,2,2,2,2,0,38,.155572,1.592428,2,0,-1,2,1,1,2,0
9819-KBNKR,F,1,2,2,1,0,16,.204544,.883456,4,1,2,5,0,2,1,0
7948-BVUYB,F,4,2,5,5,0,63,1.879605,2.215395,4,0,-1,1,0,2,3,0
8062-LZIHG,F,1,1,6,3,0,36,.669816,.842184,2,0,-1,1,1,3,2,0
1361-EBUBE,F,3,1,3,5,0,108,5.95944,10.78056,5,1,1,3,0,1,3,0
5098-CXYAK,M,4,2,2,4,1,11,.088088,.758912,3,0,-1,1,1,3,3,0
7882-IGHDQ,F,2,1,1,4,0,82,6.191,4.059,2,1,2,3,1,1,3,1
4054-REXHC,F,2,2,2,1,0,31,.38657,1.41143,3,1,3,4,1,2,1,0
8846-QMBNB,F,3,2,2,2,0,36,3.452904,4.503096,2,0,-1,1,1,1,3,1
8840-QRHAL,M,2,1,1,3,0,34,.68,2.04,3,0,-1,1,1,1,2,0
4396-BJSBO,F,2,3,6,3,0,49,.409836,2.089164,1,0,-1,1,1,3,2,1
0972-RJTYG,M,3,1,3,3,0,52,1.74746,1.11254,2,1,1,2,1,3,2,0
6887-UQBTA,M,1,1,5,2,0,18,.2313,.6687,3,1,2,5,1,1,2,1
2385-WAINC,F,4,2,3,5,1,12,.5928,.9672,3,1,2,2,0,2,3,0
7199-HDUQC,F,4,1,6,5,0,111,1.06227,6.26373,4,0,-1,2,1,1,3,0
6306-CIBYI,M,2,1,2,2,0,27,.464535,.534465,2,1,1,4,1,3,2,0
1744-OAQRD,M,2,1,1,2,0,29,.26796,2.16804,1,1,2,5,1,1,1,0
6424-ZXFSE,F,2,3,3,3,0,70,1.5687,.5313,1,1,2,2,1,1,2,0
2596-JIEGH,M,3,2,6,5,0,89,4.10112,4.44288,2,0,-1,1,0,2,1,0
5077-HFOTX,F,2,1,2,1,0,26,.173264,1.100736,1,0,-1,3,0,2,1,0
3666-JBJHK,F,1,3,1,1,0,33,.599676,3.294324,3,0,-1,1,1,1,2,0
7752-GOLAC,F,4,1,3,5,0,185,2.48492,11.02008,5,1,2,2,1,1,3,0
3628-KAGYF,F,3,1,2,4,0,52,1.84704,4.39296,5,0,-1,1,1,3,3,0
9726-NGDKF,F,2,3,1,2,0,36,1.262736,6.729264,1,0,-1,1,0,2,2,1
5003-ZYQGU,F,2,2,1,2,0,43,.430731,.730269,3,1,2,4,1,1,1,0
3533-UTUXT,F,1,2,1,1,0,16,.114192,.861808,1,1,3,4,0,2,1,0
3438-HRXGI,M,1,2,1,1,0,56,.655424,3.600576,2,0,-1,1,1,1,1,1
2828-WZGKJ,M,3,2,2,2,0,95,7.658805,14.286195,1,1,1,2,1,1,3,1
6894-AMQKS,F,4,1,1,5,1,17,.409292,.474708,2,0,-1,1,0,2,3,0
8960-TRZIH,M,4,3,2,3,0,181,26.339844,39.182156,5,0,-1,1,1,1,3,1
7595-VFVUN,F,2,1,3,4,0,24,.111888,.392112,5,0,-1,1,1,1,1,0
0139-JTLUY,F,3,2,1,5,0,50,1.17025,6.57975,4,1,2,3,1,1,3,0
1609-BCCFU,M,4,1,2,3,0,49,.0392,.1568,4,1,1,2,1,2,3,0
3212-TXIFV,M,2,1,5,4,0,51,3.670317,4.540683,4,1,1,4,1,1,2,0
7737-QCTPS,M,1,1,3,3,0,30,.34773,1.66227,4,1,1,2,0,1,2,0
1658-BWGIH,F,3,3,1,4,0,57,1.349361,.873639,3,1,2,3,1,1,2,0
9609-OVPRX,F,4,3,6,5,1,19,.16606,1.63894,5,0,-1,1,1,3,3,0
7374-XVIRR,M,3,2,3,5,0,132,.99792,2.56608,3,0,-1,1,1,2,3,0
1344-WYCWX,F,2,1,6,4,0,61,1.830732,5.611268,4,0,-1,3,1,1,2,0
4513-CYJSW,M,2,2,5,4,0,24,.60312,1.07688,4,0,-1,1,0,1,1,0
7785-GLJFR,F,1,1,3,3,0,17,.390184,.255816,4,1,1,4,1,3,1,0
8573-CPTEU,F,3,2,6,5,0,125,1.2975,2.4525,5,0,-1,1,1,1,3,0
9329-QRAAE,M,4,3,2,2,1,9,.233577,.873423,3,1,2,2,0,2,2,0
0788-ZWZPL,M,4,1,6,5,1,49,1.233575,3.421425,5,0,-1,1,1,1,3,0
3158-CAGJW,M,1,2,2,2,0,17,.741557,2.335443,2,0,-1,1,0,3,1,0
7573-QIDUY,M,3,3,2,2,0,56,3.418632,5.149368,2,0,-1,1,0,2,2,0
0223-ARARQ,M,2,3,6,2,0,27,1.070388,3.978612,1,0,-1,1,1,1,2,1
8565-ILBOM,F,2,2,1,3,0,62,1.327544,4.934456,4,0,-1,1,0,2,2,0
8427-ASRXV,F,3,2,3,4,0,141,5.14932,7.25868,5,0,-1,1,1,1,3,0
5229-EGHFS,M,3,2,6,5,0,95,11.80546,6.05454,4,0,-1,1,1,1,2,0
5587-SLLNQ,M,2,3,1,1,0,26,.200954,3.205046,4,1,3,2,0,2,2,1
6906-HEPFQ,F,1,3,1,1,0,32,.182784,1.993216,2,0,-1,1,1,3,1,1
0652-VPDFI,M,1,2,1,2,0,20,.61182,1.36818,2,0,-1,1,0,2,1,0
4039-NHWBQ,M,2,3,6,3,0,156,3.16368,3.07632,2,1,2,5,1,3,2,0
0109-NKNNO,F,3,3,2,2,0,75,1.0962,11.9538,2,0,-1,1,1,3,3,0
6451-SBWNG,M,4,1,2,3,0,46,2.604888,1.949112,5,1,1,2,1,2,3,0
3952-KACZQ,F,4,2,1,4,0,128,1.872384,11.695616,5,1,2,2,1,3,3,0
3096-CXPRX,F,2,1,6,5,0,53,1.899414,1.598586,5,0,-1,4,1,3,2,0
4624-JLIGZ,F,1,1,2,1,0,19,.113373,.627627,2,0,-1,1,0,2,1,0
9752-TZYKM,F,1,3,1,1,0,28,1.562652,.705348,2,1,3,4,1,1,2,0
2423-XEMDB,M,3,1,5,5,1,31,.209095,1.991905,4,0,-1,2,0,2,3,0
6829-XKACW,F,3,1,3,5,0,150,1.848,11.352,4,0,-1,1,1,1,3,0
5841-NZSYU,F,4,2,6,5,0,269,5.010394,13.012606,5,0,-1,1,1,3,3,0
6438-GTCTU,F,1,1,2,1,0,16,.326592,.681408,2,1,1,2,1,4,1,0
3982-GDUAJ,F,2,1,2,2,0,31,1.231568,1.992432,1,0,-1,1,1,4,2,0
8028-HNYHE,M,3,2,1,5,0,38,1.14475,3.60525,4,0,-1,1,1,1,3,0
8222-NWPXN,M,1,1,6,2,0,19,1.41873,2.19127,1,0,-1,1,1,1,1,1
9870-MBSEM,F,4,2,2,3,0,28,.921844,1.122156,1,0,-1,1,1,3,3,0
4151-WYGEB,M,1,2,3,2,0,39,.969228,1.994772,2,0,-1,1,1,1,1,1
3657-KIWBP,F,1,1,1,1,0,22,.534754,1.863246,1,1,2,2,0,2,1,0
1441-QUXYV,F,4,1,3,5,1,9,.483525,1.091475,4,0,-1,1,0,2,3,0
5327-KZICF,F,3,3,3,5,0,342,2.80098,12.58902,3,0,-1,1,1,3,3,0
4811-WLLDX,F,1,3,2,1,0,42,1.94166,2.88834,2,0,-1,1,1,1,1,0
7249-WXPPG,M,2,1,4,4,0,28,3.39192,1.64808,5,1,2,2,1,1,2,1
0481-QBPEF,F,3,1,6,5,0,104,1.8564,22.8956,4,0,-1,2,1,1,3,0
7219-TYMXM,M,2,1,5,4,0,52,.124384,4.659616,3,1,1,3,0,2,2,0
6398-MUKRL,F,4,3,3,5,0,181,1.527097,.825903,5,0,-1,1,1,3,3,0
2780-ZJAWP,F,3,2,1,3,0,46,.887432,3.988568,5,1,3,2,1,1,2,0
5341-PZIQL,M,2,2,6,5,0,82,1.833602,3.004398,3,1,1,2,1,3,3,0
4353-AADTH,M,4,2,2,2,1,9,.198144,1.349856,3,1,2,2,1,3,3,0
3523-VITRI,M,4,2,2,2,0,43,3.76809,2.16591,4,0,-1,1,1,1,3,0
1331-CJJTL,F,4,1,6,5,1,33,.654522,2.447478,5,0,-1,1,1,4,3,0
9850-BZEIH,F,3,2,1,4,0,63,1.85031,9.36369,3,1,2,4,0,2,2,0
1673-EHOLP,M,1,2,5,1,0,31,.973741,2.157259,3,0,-1,3,1,1,1,1
2585-HNKLR,F,2,2,3,2,0,42,.715176,2.896824,3,0,-1,3,1,1,1,0
3496-OSFMJ,M,1,3,2,1,0,25,.657275,.867725,2,0,-1,1,1,3,1,0
9054-MIQXF,M,2,3,6,4,0,94,6.761232,3.672768,5,0,-1,2,1,1,2,1
6099-PUNAJ,F,4,2,2,3,1,12,.056304,1.167696,1,0,-1,1,1,3,3,0
8405-REQKH,M,3,1,5,5,0,130,11.05104,10.78896,4,1,2,2,1,1,3,1
7102-IITDD,M,4,1,2,3,1,9,.531036,.656964,4,1,2,2,1,3,3,0
2585-GKRRP,F,2,3,2,1,0,24,1.293624,1.418376,1,1,2,2,0,2,1,0
9312-TSXSF,M,4,1,2,3,1,14,.543816,.184184,4,1,1,2,0,2,2,0
2784-JLRYI,F,1,2,2,1,0,46,.884534,2.197466,4,1,3,5,1,2,1,1
8463-QYHJM,M,4,3,2,3,0,36,.444312,1.391688,3,1,2,2,0,2,2,0
1709-WSGVB,M,3,2,1,3,0,89,15.81975,6.43025,5,1,2,3,1,1,3,1
3366-SSWTL,M,3,2,5,5,0,106,.5247,.4293,3,1,2,2,1,1,2,0
0538-KHMTB,M,3,2,2,1,0,62,4.095906,7.250094,1,0,-1,1,1,2,3,0
0500-UDBZJ,F,1,1,2,1,0,21,.713286,.357714,1,1,1,6,1,3,1,0
2330-XTGYH,M,4,1,1,5,1,17,.143055,.145945,4,1,1,2,1,1,3,0
6494-XVHTQ,F,4,1,2,2,0,36,.804636,2.903364,2,0,-1,1,1,3,3,0
7422-BLVPO,M,4,1,2,3,0,33,.935748,3.651252,2,1,1,2,0,1,3,0
6892-OUJJR,M,4,2,6,5,0,160,1.43136,5.28864,5,1,2,5,1,1,3,0
7285-EHFDS,F,3,1,1,5,0,129,9.999822,19.154178,5,1,1,2,1,1,3,0
6326-MYTBZ,M,2,2,1,2,0,35,.485275,1.159725,3,1,1,2,1,4,2,0
2672-DETII,F,4,2,6,5,1,20,.34368,.61632,5,0,-1,1,0,2,3,0
8466-JCAIB,M,4,3,3,5,1,24,1.43856,2.88144,2,0,-1,1,1,1,1,0
2962-OYOAH,M,1,3,2,1,0,22,1.99342,2.51658,1,0,-1,1,0,2,2,1
8972-KGQXP,M,4,1,3,4,1,20,.1555,.3445,2,0,-1,1,0,2,2,0
1036-CKLXR,F,2,2,3,3,0,56,6.071408,14.032592,3,1,1,4,1,3,2,1
0174-OWQSH,M,4,1,1,5,0,95,1.6435,3.1065,3,1,1,2,0,2,3,0
6459-KBNBO,F,4,2,5,5,1,26,.039468,1.156532,3,0,-1,1,0,1,3,0
2734-FEAEN,M,4,1,2,3,0,30,.24888,.26112,2,0,-1,1,1,1,3,0
0713-NIOAX,F,4,3,1,5,1,124,11.195712,10.628288,4,0,-1,1,1,1,3,0
9161-JXBCE,M,2,2,3,3,0,38,1.302868,1.053132,4,0,-1,1,1,2,2,1
5188-SPZJR,F,2,1,2,1,0,22,.98098,.55902,2,1,1,5,1,3,2,0
7974-GIQQV,F,1,2,1,2,0,76,1.810016,6.093984,1,0,-1,1,0,2,1,0
9459-MPCPI,M,4,1,2,4,0,53,7.48466,4.70534,5,0,-1,1,0,2,3,0
0394-RWBSW,F,1,2,1,1,0,19,.818805,.796195,1,0,-1,1,0,1,1,1
4741-EJPIT,F,4,2,1,4,0,32,.164256,.763744,2,0,-1,1,1,1,3,0
4520-DZYTN,F,2,2,1,4,0,74,.714544,4.539456,4,1,1,4,1,1,3,0
5906-VQCVP,F,3,3,6,4,0,205,3.38291,4.20209,5,0,-1,1,1,1,3,0
3317-WEENK,F,4,1,1,4,0,47,1.995432,3.738568,4,0,-1,1,1,2,3,0
4212-KCKLC,F,2,2,1,3,0,83,2.450907,1.782093,2,1,1,2,1,3,2,0
6230-QIUQJ,M,1,2,2,1,0,24,.135792,1.520208,2,0,-1,1,1,1,1,1
8287-RVYLI,F,2,3,2,1,0,24,2.7594,1.4406,1,1,2,2,1,4,2,0
6151-WSHHN,M,1,2,1,1,0,20,.04884,2.17116,2,1,2,5,1,1,1,1
5140-HBKZZ,M,3,3,6,4,0,44,.534996,.389004,1,0,-1,2,1,1,3,0
0343-GEOFS,F,3,3,1,3,0,64,1.324992,5.267008,5,0,-1,1,1,2,2,0
9793-OBAEL,M,2,1,6,5,0,73,4.062304,2.799696,3,0,-1,1,0,2,2,0
1571-THPRU,F,1,2,1,1,0,19,2.111375,1.213625,1,1,2,5,1,1,1,0
8777-NDSRA,M,4,2,6,5,0,357,8.39664,6.59736,5,0,-1,1,1,1,3,0
3452-EERRB,M,3,2,5,5,0,208,9.516416,8.371584,2,1,3,2,1,1,3,0
0155-EZIUG,F,3,1,3,4,0,138,.660744,5.135256,4,1,1,4,1,3,3,0
8485-ODFVV,M,1,2,3,1,0,19,.641174,1.144826,1,0,-1,1,1,3,1,0
9779-VQCFX,M,2,1,3,3,0,38,.36423,1.34577,3,1,1,2,0,3,2,1
7122-BRLFU,F,1,1,6,2,0,17,.912798,1.025202,4,1,1,3,1,3,1,1
1984-OHDPS,F,1,1,3,2,0,22,1.306074,4.347926,2,1,1,5,1,3,1,0
1980-OGBEC,F,2,1,2,2,0,25,.5664,1.0336,3,1,1,2,0,4,1,0
1265-BUTZY,F,1,2,3,1,0,33,.142065,.352935,1,0,-1,3,0,2,1,0
2944-HFMLI,F,3,1,2,1,0,23,2.178928,.673072,2,1,1,2,1,1,3,0
5894-OHQQV,F,1,2,2,1,0,19,.913919,1.043081,1,1,1,6,0,2,1,1
1613-ZKMDK,M,4,1,1,5,0,35,1.5008,3.1892,4,0,-1,1,0,2,3,0
5493-PXWBD,F,1,2,5,1,0,14,.116564,.527436,1,0,-1,1,1,3,1,0
5158-GQJRD,M,4,1,6,5,1,26,.916734,.877266,1,1,1,4,0,2,2,0
8686-FSRYR,F,1,2,2,1,0,46,.75072,1.08928,2,1,3,6,1,3,2,0
9565-WFROG,M,3,1,5,5,0,181,2.298519,12.724481,5,0,-1,1,1,1,3,0
7087-DQJMJ,M,4,1,2,5,0,76,3.439304,5.756696,5,1,2,2,1,4,2,0
8307-EIGEI,M,3,1,6,4,0,36,1.052424,.639576,5,1,1,5,1,2,2,0
7557-SJAHC,M,4,2,1,4,0,61,1.4457,8.1923,3,1,1,2,0,2,3,0
9666-FIDJW,M,1,1,2,1,0,21,.22932,1.97568,2,0,-1,1,1,3,1,0
7174-BQGEY,F,2,2,1,1,0,30,1.25568,1.62432,2,0,-1,3,1,1,1,1
0627-XEYEK,F,3,2,2,2,0,48,1.392,4.176,2,0,-1,3,0,2,2,1
5108-NICHI,F,1,2,6,1,0,16,.423936,.728064,3,0,-1,1,1,1,1,1
4795-PLLUJ,M,4,1,2,4,0,36,1.36458,2.05542,4,1,1,2,1,4,2,0
3390-HONJN,F,3,2,1,4,1,11,.07887,.25113,1,1,1,2,0,2,3,0
6128-JXSBF,M,2,2,4,3,0,39,.23244,1.32756,3,0,-1,1,0,2,2,0
1981-KUHQA,M,4,2,1,4,0,144,6.454224,12.697776,5,1,2,2,1,1,3,0
1698-ACXYY,F,2,2,2,2,0,28,.635796,1.800204,2,1,1,2,1,2,1,0
4828-XEESV,M,2,2,1,2,0,47,.59126,1.14774,3,1,2,6,1,1,2,0
8338-VSSLI,M,3,3,1,3,0,131,7.418268,13.017732,4,1,2,3,1,1,2,1
9501-SGDCX,M,2,1,2,2,0,30,2.38203,1.60797,1,1,1,2,1,1,2,0
0514-YTRWO,M,3,1,2,3,0,39,.061152,1.849848,4,1,1,2,1,3,3,0
8287-RFVXR,M,4,2,1,5,1,43,.061404,.454596,4,0,-1,1,1,1,3,0
3273-AIVVG,F,2,2,3,3,0,73,.902937,5.886063,2,0,-1,1,0,2,2,1
8922-XIGMX,F,3,2,1,3,0,55,3.65365,1.35135,2,0,-1,3,0,2,3,0
4419-USXAY,F,1,2,1,1,0,37,.995004,2.075996,1,1,1,5,0,1,1,1
5739-NCLUO,M,4,2,2,2,1,11,.499411,.413589,4,1,1,2,0,2,3,0
6661-OYGKX,M,1,1,1,2,0,29,1.676925,4.848075,5,0,-1,1,0,1,1,0
3483-SJPWE,F,1,1,1,1,0,21,1.368276,2.390724,1,1,2,4,1,3,1,0
